run_id,step,model,arm,action,vh_success,json_condition_label,candidate_was_regenerated,before_goal,after_goal,vh_message,before_graph,after_graph
placement_task_test_task1_C2_symbolic_precheck_gpt-4o-2024-08-06,2,gpt-4o-2024-08-06,C2_symbolic_precheck,[WALK] <desk> (108),True,true,True,False,False,"{""0"": {""message"": ""Success""}}",graph_0007.json.gz,graph_0008.json.gz
placement_task_test_task1_C2_symbolic_precheck_gpt-4o-2024-08-06,3,gpt-4o-2024-08-06,C2_symbolic_precheck,[GRAB] <cupcake> (195),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0010.json.gz,graph_0011.json.gz
placement_task_test_task1_C2_symbolic_precheck_gpt-4o-2024-08-06,4,gpt-4o-2024-08-06,C2_symbolic_precheck,[WALK] <kitchencounter> (238),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0013.json.gz,graph_0014.json.gz
placement_task_test_task1_C2_symbolic_precheck_gpt-4o-2024-08-06,5,gpt-4o-2024-08-06,C2_symbolic_precheck,[PUT] <cupcake> (195) <kitchencounter> (238),False,true,False,False,False,"{""0"": {""message"": ""ScriptExcutor 0: EXECUTION_GENERAL: Script is impossible to execute\n\n""}}",graph_0016.json.gz,graph_0017.json.gz
placement_task_test_task1_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,1,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[WALK] <bedroom> (73),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0004.json.gz,graph_0005.json.gz
placement_task_test_task1_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,2,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[GRAB] <cupcake> (195),True,false,True,False,False,"{""0"": {""message"": ""Success""}}",graph_0007.json.gz,graph_0008.json.gz
placement_task_test_task1_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,3,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[WALK] <desk> (108),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0010.json.gz,graph_0011.json.gz
placement_task_test_task1_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,4,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[GRAB] <cupcake> (196),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0013.json.gz,graph_0014.json.gz
placement_task_test_task1_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,5,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[WALK] <kitchencounter> (238),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0016.json.gz,graph_0017.json.gz
placement_task_test_task1_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,6,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[PUT] <cupcake> (195) <kitchencounter> (238),False,true,False,False,False,"{""0"": {""message"": ""ScriptExcutor 0: EXECUTION_GENERAL: Script is impossible to execute\n\n""}}",graph_0019.json.gz,graph_0020.json.gz
placement_task_test_task1_reference_reference,1,reference,reference,[WALK] <cupcake> (195),True,not_scored_reference,,False,False,"{""0"": {""message"": ""Success""}}",graph_0003.json.gz,graph_0004.json.gz
placement_task_test_task1_reference_reference,2,reference,reference,[GRAB] <cupcake> (195),True,not_scored_reference,,False,False,"{""0"": {""message"": ""Success""}}",graph_0005.json.gz,graph_0006.json.gz
placement_task_test_task1_reference_reference,3,reference,reference,[WALK] <kitchencounter> (238),True,not_scored_reference,,False,False,"{""0"": {""message"": ""Success""}}",graph_0007.json.gz,graph_0008.json.gz
placement_task_test_task1_reference_reference,4,reference,reference,[PUT] <cupcake> (195) <kitchencounter> (238),False,not_scored_reference,,False,False,"{""0"": {""message"": ""ScriptExcutor 0: EXECUTION_GENERAL: Script is impossible to execute\n\n""}}",graph_0009.json.gz,graph_0010.json.gz
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06,1,gpt-4o-2024-08-06,C0_no_precheck,[WALK] <kitchen> (11),False,true,False,False,False,"{""0"": {""message"": ""ScriptExcutor 0: PROCESS WALK: Can not select object: kitchen. REASON: Path partially completed\nEXECUTION_GENERAL: Script is impossible to execute\n\n""}}",graph_0004.json.gz,graph_0005.json.gz
placement_task_test_task65_C0_no_precheck_gpt-4o-mini-2024-07-18,1,gpt-4o-mini-2024-07-18,C0_no_precheck,[WALK] <kitchencounter> (92),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0004.json.gz,graph_0005.json.gz
placement_task_test_task65_C0_no_precheck_gpt-4o-mini-2024-07-18,2,gpt-4o-mini-2024-07-18,C0_no_precheck,[GRAB] <plum> (53),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0007.json.gz,graph_0008.json.gz
placement_task_test_task65_C0_no_precheck_gpt-4o-mini-2024-07-18,3,gpt-4o-mini-2024-07-18,C0_no_precheck,[WALK] <fridge> (103),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0010.json.gz,graph_0011.json.gz
placement_task_test_task65_C0_no_precheck_gpt-4o-mini-2024-07-18,4,gpt-4o-mini-2024-07-18,C0_no_precheck,[PUTIN] <plum> (53) <fridge> (103),True,false,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0013.json.gz,graph_0014.json.gz
placement_task_test_task65_C0_no_precheck_gpt-4o-mini-2024-07-18,5,gpt-4o-mini-2024-07-18,C0_no_precheck,[WALK] <plum> (54),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0016.json.gz,graph_0017.json.gz
placement_task_test_task65_C0_no_precheck_gpt-4o-mini-2024-07-18,6,gpt-4o-mini-2024-07-18,C0_no_precheck,[GRAB] <plum> (54),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0019.json.gz,graph_0020.json.gz
placement_task_test_task65_C0_no_precheck_gpt-4o-mini-2024-07-18,7,gpt-4o-mini-2024-07-18,C0_no_precheck,[WALK] <fridge> (103),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0022.json.gz,graph_0023.json.gz
placement_task_test_task65_C0_no_precheck_gpt-4o-mini-2024-07-18,8,gpt-4o-mini-2024-07-18,C0_no_precheck,[PUTIN] <plum> (54) <fridge> (103),True,false,False,False,True,"{""0"": {""message"": ""Success""}}",graph_0025.json.gz,graph_0026.json.gz
placement_task_test_task65_C1_llm_precheck_gpt-4o-2024-08-06,1,gpt-4o-2024-08-06,C1_llm_precheck,[WALK] <kitchen> (11),False,true,False,False,False,"{""0"": {""message"": ""ScriptExcutor 0: PROCESS WALK: Can not select object: kitchen. REASON: Path partially completed\nEXECUTION_GENERAL: Script is impossible to execute\n\n""}}",graph_0004.json.gz,graph_0005.json.gz
placement_task_test_task65_C1_llm_precheck_gpt-4o-mini-2024-07-18,1,gpt-4o-mini-2024-07-18,C1_llm_precheck,[GRAB] <plum> (53),True,false,True,False,False,"{""0"": {""message"": ""Success""}}",graph_0004.json.gz,graph_0005.json.gz
placement_task_test_task65_C1_llm_precheck_gpt-4o-mini-2024-07-18,2,gpt-4o-mini-2024-07-18,C1_llm_precheck,[WALK] <fridge> (103),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0007.json.gz,graph_0008.json.gz
placement_task_test_task65_C1_llm_precheck_gpt-4o-mini-2024-07-18,3,gpt-4o-mini-2024-07-18,C1_llm_precheck,[OPEN] <fridge> (103),True,true,True,False,False,"{""0"": {""message"": ""Success""}}",graph_0010.json.gz,graph_0011.json.gz
placement_task_test_task65_C1_llm_precheck_gpt-4o-mini-2024-07-18,4,gpt-4o-mini-2024-07-18,C1_llm_precheck,[PUTIN] <plum> (53) <fridge> (103),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0013.json.gz,graph_0014.json.gz
placement_task_test_task65_C1_llm_precheck_gpt-4o-mini-2024-07-18,5,gpt-4o-mini-2024-07-18,C1_llm_precheck,[WALK] <plum> (54),True,true,True,False,False,"{""0"": {""message"": ""Success""}}",graph_0016.json.gz,graph_0017.json.gz
placement_task_test_task65_C1_llm_precheck_gpt-4o-mini-2024-07-18,6,gpt-4o-mini-2024-07-18,C1_llm_precheck,[GRAB] <plum> (54),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0019.json.gz,graph_0020.json.gz
placement_task_test_task65_C1_llm_precheck_gpt-4o-mini-2024-07-18,7,gpt-4o-mini-2024-07-18,C1_llm_precheck,[PUTIN] <plum> (54) <fridge> (103),True,false,False,False,True,"{""0"": {""message"": ""Success""}}",graph_0022.json.gz,graph_0023.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-2024-08-06,1,gpt-4o-2024-08-06,C2_symbolic_precheck,[WALK] <kitchen> (11),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0004.json.gz,graph_0005.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-2024-08-06,2,gpt-4o-2024-08-06,C2_symbolic_precheck,[WALK] <fridge> (103),True,true,True,False,False,"{""0"": {""message"": ""Success""}}",graph_0007.json.gz,graph_0008.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-2024-08-06,3,gpt-4o-2024-08-06,C2_symbolic_precheck,[OPEN] <fridge> (103),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0010.json.gz,graph_0011.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-2024-08-06,4,gpt-4o-2024-08-06,C2_symbolic_precheck,[WALK] <plum> (53),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0013.json.gz,graph_0014.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-2024-08-06,5,gpt-4o-2024-08-06,C2_symbolic_precheck,[GRAB] <plum> (53),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0016.json.gz,graph_0017.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-2024-08-06,6,gpt-4o-2024-08-06,C2_symbolic_precheck,[WALK] <fridge> (103),True,true,True,False,False,"{""0"": {""message"": ""Success""}}",graph_0019.json.gz,graph_0020.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-2024-08-06,7,gpt-4o-2024-08-06,C2_symbolic_precheck,[PUTIN] <plum> (53) <fridge> (103),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0022.json.gz,graph_0023.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-2024-08-06,8,gpt-4o-2024-08-06,C2_symbolic_precheck,[WALK] <plum> (54),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0025.json.gz,graph_0026.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-2024-08-06,9,gpt-4o-2024-08-06,C2_symbolic_precheck,[GRAB] <plum> (54),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0028.json.gz,graph_0029.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-2024-08-06,10,gpt-4o-2024-08-06,C2_symbolic_precheck,[WALK] <fridge> (103),True,true,True,False,False,"{""0"": {""message"": ""Success""}}",graph_0031.json.gz,graph_0032.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-2024-08-06,11,gpt-4o-2024-08-06,C2_symbolic_precheck,[PUTIN] <plum> (54) <fridge> (103),True,true,False,False,True,"{""0"": {""message"": ""Success""}}",graph_0034.json.gz,graph_0035.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,1,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[WALK] <kitchencounter> (92),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0004.json.gz,graph_0005.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,2,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[GRAB] <plum> (53),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0007.json.gz,graph_0008.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,3,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[WALK] <fridge> (103),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0010.json.gz,graph_0011.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,4,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[OPEN] <fridge> (103),True,true,True,False,False,"{""0"": {""message"": ""Success""}}",graph_0013.json.gz,graph_0014.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,5,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[PUTIN] <plum> (53) <fridge> (103),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0016.json.gz,graph_0017.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,6,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[WALK] <plum> (54),True,true,True,False,False,"{""0"": {""message"": ""Success""}}",graph_0019.json.gz,graph_0020.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,7,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[GRAB] <plum> (54),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0022.json.gz,graph_0023.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,8,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[WALK] <fridge> (103),True,true,True,False,False,"{""0"": {""message"": ""Success""}}",graph_0025.json.gz,graph_0026.json.gz
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,9,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[PUTIN] <plum> (54) <fridge> (103),True,true,False,False,True,"{""0"": {""message"": ""Success""}}",graph_0028.json.gz,graph_0029.json.gz
placement_task_test_task65_reference_reference,1,reference,reference,[WALK] <plum> (53),True,not_scored_reference,,False,False,"{""0"": {""message"": ""Success""}}",graph_0003.json.gz,graph_0004.json.gz
placement_task_test_task65_reference_reference,2,reference,reference,[GRAB] <plum> (53),True,not_scored_reference,,False,False,"{""0"": {""message"": ""Success""}}",graph_0005.json.gz,graph_0006.json.gz
placement_task_test_task65_reference_reference,3,reference,reference,[WALK] <fridge> (103),True,not_scored_reference,,False,False,"{""0"": {""message"": ""Success""}}",graph_0007.json.gz,graph_0008.json.gz
placement_task_test_task65_reference_reference,4,reference,reference,[OPEN] <fridge> (103),True,not_scored_reference,,False,False,"{""0"": {""message"": ""Success""}}",graph_0009.json.gz,graph_0010.json.gz
placement_task_test_task65_reference_reference,5,reference,reference,[PUTIN] <plum> (53) <fridge> (103),True,not_scored_reference,,False,False,"{""0"": {""message"": ""Success""}}",graph_0011.json.gz,graph_0012.json.gz
placement_task_test_task65_reference_reference,6,reference,reference,[WALK] <plum> (54),True,not_scored_reference,,False,False,"{""0"": {""message"": ""Success""}}",graph_0013.json.gz,graph_0014.json.gz
placement_task_test_task65_reference_reference,7,reference,reference,[GRAB] <plum> (54),True,not_scored_reference,,False,False,"{""0"": {""message"": ""Success""}}",graph_0015.json.gz,graph_0016.json.gz
placement_task_test_task65_reference_reference,8,reference,reference,[WALK] <fridge> (103),True,not_scored_reference,,False,False,"{""0"": {""message"": ""Success""}}",graph_0017.json.gz,graph_0018.json.gz
placement_task_test_task65_reference_reference,9,reference,reference,[PUTIN] <plum> (54) <fridge> (103),True,not_scored_reference,,False,True,"{""0"": {""message"": ""Success""}}",graph_0019.json.gz,graph_0020.json.gz
state_change_task_test_task6_C0_no_precheck_gpt-4o-2024-08-06,1,gpt-4o-2024-08-06,C0_no_precheck,[SWITCHON] <lightswitch> (173),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0004.json.gz,graph_0005.json.gz
state_change_task_test_task6_C0_no_precheck_gpt-4o-2024-08-06,2,gpt-4o-2024-08-06,C0_no_precheck,[WALK] <lightswitch> (427),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0007.json.gz,graph_0008.json.gz
state_change_task_test_task6_C0_no_precheck_gpt-4o-2024-08-06,3,gpt-4o-2024-08-06,C0_no_precheck,[SWITCHON] <lightswitch> (427),True,true,False,False,True,"{""0"": {""message"": ""Success""}}",graph_0010.json.gz,graph_0011.json.gz
state_change_task_test_task6_C0_no_precheck_gpt-4o-mini-2024-07-18,1,gpt-4o-mini-2024-07-18,C0_no_precheck,[WALK] <lightswitch> (173),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0004.json.gz,graph_0005.json.gz
state_change_task_test_task6_C0_no_precheck_gpt-4o-mini-2024-07-18,2,gpt-4o-mini-2024-07-18,C0_no_precheck,[SWITCHON] <lightswitch> (173),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0007.json.gz,graph_0008.json.gz
state_change_task_test_task6_C0_no_precheck_gpt-4o-mini-2024-07-18,3,gpt-4o-mini-2024-07-18,C0_no_precheck,[WALK] <lightswitch> (261),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0010.json.gz,graph_0011.json.gz
state_change_task_test_task6_C0_no_precheck_gpt-4o-mini-2024-07-18,4,gpt-4o-mini-2024-07-18,C0_no_precheck,[SWITCHON] <lightswitch> (261),True,false,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0013.json.gz,graph_0014.json.gz
state_change_task_test_task6_C1_llm_precheck_gpt-4o-2024-08-06,1,gpt-4o-2024-08-06,C1_llm_precheck,[WALK] <lightswitch> (173),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0004.json.gz,graph_0005.json.gz
state_change_task_test_task6_C1_llm_precheck_gpt-4o-2024-08-06,2,gpt-4o-2024-08-06,C1_llm_precheck,[SWITCHON] <lightswitch> (173),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0007.json.gz,graph_0008.json.gz
state_change_task_test_task6_C1_llm_precheck_gpt-4o-2024-08-06,3,gpt-4o-2024-08-06,C1_llm_precheck,[WALK] <lightswitch> (261),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0010.json.gz,graph_0011.json.gz
state_change_task_test_task6_C1_llm_precheck_gpt-4o-2024-08-06,4,gpt-4o-2024-08-06,C1_llm_precheck,[WALK] <lightswitch> (427),True,true,True,False,False,"{""0"": {""message"": ""Success""}}",graph_0013.json.gz,graph_0014.json.gz
state_change_task_test_task6_C1_llm_precheck_gpt-4o-2024-08-06,5,gpt-4o-2024-08-06,C1_llm_precheck,[SWITCHON] <lightswitch> (427),True,true,False,False,True,"{""0"": {""message"": ""Success""}}",graph_0016.json.gz,graph_0017.json.gz
state_change_task_test_task6_C1_llm_precheck_gpt-4o-mini-2024-07-18,1,gpt-4o-mini-2024-07-18,C1_llm_precheck,[WALK] <lightswitch> (173),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0004.json.gz,graph_0005.json.gz
state_change_task_test_task6_C1_llm_precheck_gpt-4o-mini-2024-07-18,2,gpt-4o-mini-2024-07-18,C1_llm_precheck,[SWITCHON] <lightswitch> (173),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0007.json.gz,graph_0008.json.gz
state_change_task_test_task6_C1_llm_precheck_gpt-4o-mini-2024-07-18,3,gpt-4o-mini-2024-07-18,C1_llm_precheck,[WALK] <lightswitch> (261),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0010.json.gz,graph_0011.json.gz
state_change_task_test_task6_C1_llm_precheck_gpt-4o-mini-2024-07-18,4,gpt-4o-mini-2024-07-18,C1_llm_precheck,[WALK] <lightswitch> (427),True,true,True,False,False,"{""0"": {""message"": ""Success""}}",graph_0013.json.gz,graph_0014.json.gz
state_change_task_test_task6_C1_llm_precheck_gpt-4o-mini-2024-07-18,5,gpt-4o-mini-2024-07-18,C1_llm_precheck,[SWITCHON] <lightswitch> (427),True,true,False,False,True,"{""0"": {""message"": ""Success""}}",graph_0016.json.gz,graph_0017.json.gz
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-2024-08-06,1,gpt-4o-2024-08-06,C2_symbolic_precheck,[WALK] <lightswitch> (173),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0004.json.gz,graph_0005.json.gz
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-2024-08-06,2,gpt-4o-2024-08-06,C2_symbolic_precheck,[SWITCHON] <lightswitch> (173),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0007.json.gz,graph_0008.json.gz
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-2024-08-06,3,gpt-4o-2024-08-06,C2_symbolic_precheck,[WALK] <lightswitch> (261),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0010.json.gz,graph_0011.json.gz
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-2024-08-06,4,gpt-4o-2024-08-06,C2_symbolic_precheck,[WALK] <lightswitch> (427),True,true,True,False,False,"{""0"": {""message"": ""Success""}}",graph_0013.json.gz,graph_0014.json.gz
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-2024-08-06,5,gpt-4o-2024-08-06,C2_symbolic_precheck,[SWITCHON] <lightswitch> (427),True,true,False,False,True,"{""0"": {""message"": ""Success""}}",graph_0016.json.gz,graph_0017.json.gz
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,1,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[WALK] <lightswitch> (173),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0004.json.gz,graph_0005.json.gz
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,2,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[SWITCHON] <lightswitch> (173),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0007.json.gz,graph_0008.json.gz
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-mini-2024-07-18,3,gpt-4o-mini-2024-07-18,C2_symbolic_precheck,[WALK] <lightswitch> (261),True,true,False,False,False,"{""0"": {""message"": ""Success""}}",graph_0010.json.gz,graph_0011.json.gz
state_change_task_test_task6_reference_reference,1,reference,reference,[WALK] <lightswitch> (173),True,not_scored_reference,,False,False,"{""0"": {""message"": ""Success""}}",graph_0003.json.gz,graph_0004.json.gz
state_change_task_test_task6_reference_reference,2,reference,reference,[SWITCHON] <lightswitch> (173),True,not_scored_reference,,False,False,"{""0"": {""message"": ""Success""}}",graph_0005.json.gz,graph_0006.json.gz
state_change_task_test_task6_reference_reference,3,reference,reference,[WALK] <lightswitch> (427),True,not_scored_reference,,False,False,"{""0"": {""message"": ""Success""}}",graph_0007.json.gz,graph_0008.json.gz
state_change_task_test_task6_reference_reference,4,reference,reference,[SWITCHON] <lightswitch> (427),True,not_scored_reference,,False,True,"{""0"": {""message"": ""Success""}}",graph_0009.json.gz,graph_0010.json.gz
