path,kind,sha256,bytes,head_blob,matches_head,last_commit,provenance
result/state_change_task/ablation/ablation_single-prompt_gpt-4o-mini.json,historical_result,ace169396f4a70b6d6ff3731dbb2e432fc3f3c2dd3db534391b57b63f0ac754a,111438,5126a4d4fb497c874234612e7b494ec03bc6a9c2,True,2761158d3c7d55d755d68f89fd1aa6cff5d3cc6a,tracked_repository_file
result/state_change_task/ablation/ablation_single-prompt_gpt-4o.json,historical_result,b2ce5cfc5a8ff720f0f496ad5604633ce9350e630b0a81c3ac36b7267636dc43,104617,7861df8414e689d364b7a278ffec4cad52debc1f,True,2761158d3c7d55d755d68f89fd1aa6cff5d3cc6a,tracked_repository_file
result/state_change_task/result_baseline.json,historical_result,ab35cc796aa0c83b2ad14fe203b235ab7da518d9bdb26ee183e14970ecb4ece8,209661,74ef6be0aadab304bc2dcc27218f865e464f2fec,True,2761158d3c7d55d755d68f89fd1aa6cff5d3cc6a,tracked_repository_file
result/state_change_task/result_multi-prompts_gpt-4o-mini.json,historical_result,e51922cbe59203b7548bdbc00db79db686a54478ab25ac0849fe12bd87b127ba,110707,4b1688b9f02c7daf17213d7cc79a6fbad6436abf,True,2761158d3c7d55d755d68f89fd1aa6cff5d3cc6a,tracked_repository_file
result/state_change_task/result_multi-prompts_gpt-4o.json,historical_result,9e0d2977d38b7e6633a967abea6e37dd226131ddb371b19616f23e50f0590c2a,89610,d519e03661952ad0e40ee0d0fea34d05c39ba745,True,2761158d3c7d55d755d68f89fd1aa6cff5d3cc6a,tracked_repository_file
result/state_change_task/result_single-prompt_gpt-4o-mini.json,historical_result,6cb597715df6580e557ae607015c23997668b7a0b0d966a046b40a56f2ffd8ee,109261,98a50b1474661f148b8b937f189391c88715e089,True,2761158d3c7d55d755d68f89fd1aa6cff5d3cc6a,tracked_repository_file
result/state_change_task/result_single-prompt_gpt-4o.json,historical_result,ca8c38f505fead98c6dcf568c9dc74860a46e1be0f6f518088659a97723ad25b,103122,cad025ad653382517d82c3dd51addf0b23a2e105,True,2761158d3c7d55d755d68f89fd1aa6cff5d3cc6a,tracked_repository_file
single-prompt.ipynb,existing_source,074514ab57812927031caf51c97663e2b4fa479a11d39f4923930d40ebcba17a,28354,5907247a8044121ab82ddea72c201eb94c233a6b,True,2761158d3c7d55d755d68f89fd1aa6cff5d3cc6a,tracked_repository_file
multi-prompts.ipynb,existing_source,68cc07437abb4d80bde06bd900b108497ff3a33548427d63abdfd9eb8111506f,28988,ba40b2a1272a6f714804d71fd48eec041df7cee7,True,2761158d3c7d55d755d68f89fd1aa6cff5d3cc6a,tracked_repository_file
cal_score.ipynb,existing_source,4f2c92d570921945315de0341b1585d7dd9727e892af5c703c73ee201812df78,1944,6e8bd9f3bfecd94de9a1d0ed1b34c901e01ab988,True,2761158d3c7d55d755d68f89fd1aa6cff5d3cc6a,tracked_repository_file
precondition.json,existing_source,427e1bec1a52df0f59f024335dc4bba8bd41dd8cab966694ba53fe606d19018d,797,3144beb5056b4e249c16c3496ad7c5355ce87eab,True,2761158d3c7d55d755d68f89fd1aa6cff5d3cc6a,tracked_repository_file
requirements.txt,existing_source,0240e9df4e5e9cc4ed5545d1401e65bfb717c9de6860e24fa9c28b5a6389c317,5697,3c2105f211933420f5531d35de25df6996138984,True,2761158d3c7d55d755d68f89fd1aa6cff5d3cc6a,tracked_repository_file
README.md,existing_source,bacb7ce14da256b83fb246cde0e60802704596d8d83341918604fa03148fdbb0,2636,a3068a7d39c18e7edd4216c121d0d1830cc6c313,True,de1fc8d31e0c96ded37b5517bae36203cc2fd6a5,tracked_repository_file
Paper/P45_reply.tex,existing_source,11bc899384af67c004fc930640cf9d3c84855736675b9279152f021ec5a4c970,16444,,,,user_supplied_untracked_paper
Paper/main.tex,existing_source,97862c99b8a880474753cd8772df3e308898f2c0cdad48ca3ee795966b47a62f,12493,,,,user_supplied_untracked_paper
Paper/sec1.tex,existing_source,13c3707e2b0ef77e9d10c6852484a571879a892bf77c8a86d1ceec5b2f8ac3cf,6524,,,,user_supplied_untracked_paper
Paper/sec2.tex,existing_source,628f83809eef133b7aa69219a62ecc299b875f424fa1a52703fd758e6a8bca6d,6696,,,,user_supplied_untracked_paper
Paper/sec3.tex,existing_source,7e12bcf2879a651ea0d0f0d12e4599a3e8f547a8dc05c0de48ff433ca6b92f04,3337,,,,user_supplied_untracked_paper
Paper/sec4.tex,existing_source,aa298a2bec144a41763205208da083ea122502396207984cc0b768ab6f94be1e,12780,,,,user_supplied_untracked_paper
Paper/sec5.tex,existing_source,79aee1e6a5617d625c079aa874c7b96bc0d8009506ef670cbda776c2d65eee23,22856,,,,user_supplied_untracked_paper
Paper/sec6.tex,existing_source,cb9b76e21612598c2a39377a29c3d9878c5eba2431104cfcea35742dcacb4f01,4178,,,,user_supplied_untracked_paper
Paper/references.bib,existing_source,894f5572612b51e75013c2fd2fec23cb28f2172f42527594e338f9da71c0b2c9,21665,,,,user_supplied_untracked_paper
Paper/latexmkrc,existing_source,1dbb2c7fa909325db9ca99d18eefb806d22d59f99d39ab058da4744c500d6628,127,,,,user_supplied_untracked_paper
