task_type,method,prompt,model_claimed,precheck,task_id,task_name,scene,initial_room,object,operation,destination,goal_count,required_state_changes,outcome,success,reference_length,executed_length,length_difference,length_ratio,repeated_action_occurrences,zero_reference,actions
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task21,Turn off all lightswitches,1,livingroom,lightswitches,off,,4,4,Reaching Maximum Attempts,0,8,20,12,2.5,18,False,"[""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task22,Turn off all lightswitches,1,livingroom,lightswitches,off,,4,3,Reaching Maximum Attempts,0,6,20,14,3.3333333333333335,18,False,"[""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task23,Turn off all lightswitches,1,livingroom,lightswitches,off,,4,3,Reaching Maximum Attempts,0,6,20,14,3.3333333333333335,18,False,"[""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task24,Turn off all lightswitches,1,livingroom,lightswitches,off,,4,2,Reaching Maximum Attempts,0,4,20,16,5.0,18,False,"[""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task25,Turn off all lightswitches,1,bathroom,lightswitches,off,,4,3,Reaching Maximum Attempts,0,6,20,14,3.3333333333333335,18,False,"[""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task26,Turn off all lightswitches,1,livingroom,lightswitches,off,,4,2,Reaching Maximum Attempts,0,4,20,16,5.0,18,False,"[""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task27,Turn off all lightswitches,1,kitchen,lightswitches,off,,4,2,Reaching Maximum Attempts,0,4,20,16,5.0,18,False,"[""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task28,Turn off all lightswitches,1,livingroom,lightswitches,off,,4,1,Reaching Maximum Attempts,0,2,20,18,10.0,18,False,"[""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task29,Turn off all lightswitches,1,livingroom,lightswitches,off,,4,3,Reaching Maximum Attempts,0,6,20,14,3.3333333333333335,18,False,"[""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task30,Turn off all lightswitches,1,bedroom,lightswitches,off,,4,2,Reaching Maximum Attempts,0,4,20,16,5.0,18,False,"[""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task31,Turn off all lightswitches,1,bedroom,lightswitches,off,,4,2,Reaching Maximum Attempts,0,4,20,16,5.0,18,False,"[""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task32,Turn off all lightswitches,1,livingroom,lightswitches,off,,4,1,Reaching Maximum Attempts,0,2,20,18,10.0,18,False,"[""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task33,Turn off all lightswitches,1,kitchen,lightswitches,off,,4,2,Reaching Maximum Attempts,0,4,20,16,5.0,18,False,"[""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task34,Turn off all lightswitches,1,bedroom,lightswitches,off,,4,1,Reaching Maximum Attempts,0,2,20,18,10.0,18,False,"[""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task35,Turn off all lightswitches,1,bathroom,lightswitches,off,,4,1,Reaching Maximum Attempts,0,2,20,18,10.0,18,False,"[""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task36,Turn off all lightswitches,1,livingroom,lightswitches,off,,4,0,Reaching Maximum Attempts,0,0,20,20,,18,True,"[""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)"", ""<char0> [Walk] <lightswitch> (1)"", ""<char0> [SwitchOff] <lightswitch> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task37,Turn off all tablelamps,1,livingroom,tablelamps,off,,2,2,Reaching Maximum Attempts,0,4,20,16,5.0,18,False,"[""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task38,Turn off all tablelamps,1,bedroom,tablelamps,off,,2,1,Reaching Maximum Attempts,0,2,20,18,10.0,18,False,"[""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task39,Turn off all tablelamps,1,kitchen,tablelamps,off,,2,1,Reaching Maximum Attempts,0,2,20,18,10.0,18,False,"[""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)""]"
state_change_task,baseline/gpt-4o,baseline,gpt-4o,,test_task40,Turn off all tablelamps,1,kitchen,tablelamps,off,,2,0,Reaching Maximum Attempts,0,0,20,20,,18,True,"[""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)"", ""<char0> [Walk] <tablelamp> (1)"", ""<char0> [SwitchOff] <tablelamp> (1)""]"
