task_type,method,dimension,value,n,success_n,SR,success_difference_n,success_difference_mean,success_difference_median,success_difference_q1,success_difference_q3,success_difference_min,success_difference_max,success_difference_sd_sample,success_difference_iqr
placement_task,multi-prompts/gpt-4o-mini/precheck,same_object,True,92,38,0.41304347826086957,38,-0.6052631578947368,0.0,-1.0,0.0,-10,3,1.89650423338695,1.0
placement_task,multi-prompts/gpt-4o-mini/precheck,same_operation,True,56,27,0.48214285714285715,27,-1.037037037037037,-1.0,-1.0,0.0,-10,0,1.9705813566536357,1.0
placement_task,multi-prompts/gpt-4o-mini/precheck,same_destination,False,92,38,0.41304347826086957,38,-0.6052631578947368,0.0,-1.0,0.0,-10,3,1.89650423338695,1.0
placement_task,multi-prompts/gpt-4o-mini/precheck,cosine_bin,<0.8,57,26,0.45614035087719296,26,-0.5769230769230769,0.0,-1.0,0.0,-10,2,2.100915551336168,1.0
placement_task,multi-prompts/gpt-4o-mini/precheck,same_operation,False,47,15,0.3191489361702128,15,0.13333333333333333,0.0,-0.5,0.5,-2,3,1.245945806357946,1.0
placement_task,multi-prompts/gpt-4o-mini/precheck,same_object,False,11,4,0.36363636363636365,4,-0.75,-0.5,-1.25,0.0,-2,0,0.9574271077563381,1.25
placement_task,multi-prompts/gpt-4o-mini/precheck,same_destination,True,11,4,0.36363636363636365,4,-0.75,-0.5,-1.25,0.0,-2,0,0.9574271077563381,1.25
placement_task,multi-prompts/gpt-4o-mini/precheck,cosine_bin,>=0.9,2,1,0.5,1,-1,-1.0,-1.0,-1.0,-1,-1,,0.0
placement_task,multi-prompts/gpt-4o/no-precheck,cosine_bin,0.8–0.9,44,36,0.8181818181818182,36,-0.5277777777777778,0.0,-1.0,0.0,-4,3,1.4829721336580635,1.0
placement_task,multi-prompts/gpt-4o/no-precheck,same_object,True,92,72,0.782608695652174,72,-0.9861111111111112,-1.0,-2.0,0.0,-11,3,1.9822668454664139,2.0
placement_task,multi-prompts/gpt-4o/no-precheck,same_operation,True,56,44,0.7857142857142857,44,-1.1590909090909092,-0.5,-1.0,0.0,-11,1,2.1987647887381003,1.0
placement_task,multi-prompts/gpt-4o/no-precheck,same_destination,False,92,72,0.782608695652174,72,-0.9861111111111112,-1.0,-2.0,0.0,-11,3,1.9822668454664139,2.0
placement_task,multi-prompts/gpt-4o/no-precheck,cosine_bin,<0.8,57,45,0.7894736842105263,45,-1.2444444444444445,-1.0,-2.0,0.0,-11,2,2.1122538108892503,2.0
placement_task,multi-prompts/gpt-4o/no-precheck,same_operation,False,47,38,0.8085106382978723,38,-0.631578947368421,-0.5,-2.0,0.0,-3,3,1.3837093240991267,2.0
placement_task,multi-prompts/gpt-4o/no-precheck,same_object,False,11,10,0.9090909090909091,10,-0.4,0.0,-1.0,0.0,-1,0,0.5163977794943223,1.0
placement_task,multi-prompts/gpt-4o/no-precheck,same_destination,True,11,10,0.9090909090909091,10,-0.4,0.0,-1.0,0.0,-1,0,0.5163977794943223,1.0
placement_task,multi-prompts/gpt-4o/no-precheck,cosine_bin,>=0.9,2,1,0.5,1,0,0.0,0.0,0.0,0,0,,0.0
placement_task,multi-prompts/gpt-4o/precheck,cosine_bin,0.8–0.9,44,35,0.7954545454545454,35,0.22857142857142856,0.0,-0.5,0.5,-3,5,1.6642559596287057,1.0
placement_task,multi-prompts/gpt-4o/precheck,same_object,True,92,74,0.8043478260869565,74,-0.3918918918918919,0.0,-1.0,0.0,-11,5,2.219573990765188,1.0
placement_task,multi-prompts/gpt-4o/precheck,same_operation,True,56,43,0.7678571428571429,43,-0.46511627906976744,0.0,-1.0,0.0,-11,5,2.6668050905379563,1.0
placement_task,multi-prompts/gpt-4o/precheck,same_destination,False,92,74,0.8043478260869565,74,-0.3918918918918919,0.0,-1.0,0.0,-11,5,2.219573990765188,1.0
placement_task,multi-prompts/gpt-4o/precheck,cosine_bin,<0.8,57,48,0.8421052631578947,48,-0.7708333333333334,0.0,-1.0,0.0,-11,2,2.3085371930361456,1.0
placement_task,multi-prompts/gpt-4o/precheck,same_operation,False,47,41,0.8723404255319149,41,-0.24390243902439024,0.0,-1.0,0.0,-3,3,1.280243879205795,1.0
placement_task,multi-prompts/gpt-4o/precheck,same_object,False,11,10,0.9090909090909091,10,-0.1,0.0,-0.75,0.0,-1,1,0.7378647873726218,0.75
placement_task,multi-prompts/gpt-4o/precheck,same_destination,True,11,10,0.9090909090909091,10,-0.1,0.0,-0.75,0.0,-1,1,0.7378647873726218,0.75
placement_task,multi-prompts/gpt-4o/precheck,cosine_bin,>=0.9,2,1,0.5,1,-1,-1.0,-1.0,-1.0,-1,-1,,0.0
placement_task,single-prompt/gpt-4o-mini/no-precheck,cosine_bin,0.8–0.9,44,20,0.45454545454545453,20,-0.55,-0.5,-1.0,0.0,-2,0,0.6048053188292994,1.0
placement_task,single-prompt/gpt-4o-mini/no-precheck,same_object,True,92,47,0.5108695652173914,47,-0.8085106382978723,-1.0,-1.0,0.0,-3,0,0.7977767441960304,1.0
placement_task,single-prompt/gpt-4o-mini/no-precheck,same_operation,True,56,26,0.4642857142857143,26,-0.4230769230769231,0.0,-1.0,0.0,-1,0,0.503831473655779,1.0
placement_task,single-prompt/gpt-4o-mini/no-precheck,same_destination,False,92,47,0.5108695652173914,47,-0.8085106382978723,-1.0,-1.0,0.0,-3,0,0.7977767441960304,1.0
placement_task,single-prompt/gpt-4o-mini/no-precheck,cosine_bin,<0.8,57,28,0.49122807017543857,28,-0.9642857142857143,-1.0,-1.0,0.0,-3,0,0.8811668550592597,1.0
placement_task,single-prompt/gpt-4o-mini/no-precheck,same_operation,False,47,23,0.48936170212765956,23,-1.2173913043478262,-1.0,-2.0,-1.0,-3,0,0.8504823091062899,1.0
placement_task,single-prompt/gpt-4o-mini/no-precheck,same_object,False,11,2,0.18181818181818182,2,-0.5,-0.5,-0.75,-0.25,-1,0,0.7071067811865476,0.5
placement_task,single-prompt/gpt-4o-mini/no-precheck,same_destination,True,11,2,0.18181818181818182,2,-0.5,-0.5,-0.75,-0.25,-1,0,0.7071067811865476,0.5
placement_task,single-prompt/gpt-4o-mini/no-precheck,cosine_bin,>=0.9,2,1,0.5,1,-1,-1.0,-1.0,-1.0,-1,-1,,0.0
placement_task,single-prompt/gpt-4o-mini/precheck,cosine_bin,0.8–0.9,44,16,0.36363636363636365,16,-0.25,0.0,-1.0,0.0,-1,1,0.5773502691896257,1.0
placement_task,single-prompt/gpt-4o-mini/precheck,same_object,True,92,46,0.5,46,-0.15217391304347827,0.0,-1.0,0.0,-3,3,1.0742933864607176,1.0
placement_task,single-prompt/gpt-4o-mini/precheck,same_operation,True,56,26,0.4642857142857143,26,-0.11538461538461539,0.0,0.0,0.0,-1,3,0.7656068482934607,0.0
placement_task,single-prompt/gpt-4o-mini/precheck,same_destination,False,92,46,0.5,46,-0.15217391304347827,0.0,-1.0,0.0,-3,3,1.0742933864607176,1.0
placement_task,single-prompt/gpt-4o-mini/precheck,cosine_bin,<0.8,57,31,0.543859649122807,31,-0.1935483870967742,0.0,-1.0,0.0,-3,3,1.1081322074767577,1.0
placement_task,single-prompt/gpt-4o-mini/precheck,same_operation,False,47,22,0.46808510638297873,22,-0.18181818181818182,0.0,-1.0,0.0,-3,3,1.3322506426689291,1.0
placement_task,single-prompt/gpt-4o-mini/precheck,same_object,False,11,2,0.18181818181818182,2,0,0.0,0.0,0.0,0,0,0.0,0.0
placement_task,single-prompt/gpt-4o-mini/precheck,same_destination,True,11,2,0.18181818181818182,2,0,0.0,0.0,0.0,0,0,0.0,0.0
placement_task,single-prompt/gpt-4o-mini/precheck,cosine_bin,>=0.9,2,1,0.5,1,3,3.0,3.0,3.0,3,3,,0.0
placement_task,single-prompt/gpt-4o/no-precheck,cosine_bin,0.8–0.9,44,30,0.6818181818181818,30,0.13333333333333333,0.0,-1.0,0.0,-3,11,2.6226248148639617,1.0
placement_task,single-prompt/gpt-4o/no-precheck,same_object,True,92,63,0.6847826086956522,63,-0.3492063492063492,0.0,-1.0,0.0,-10,11,2.315158533962284,1.0
placement_task,single-prompt/gpt-4o/no-precheck,same_operation,True,56,39,0.6964285714285714,39,-0.6410256410256411,0.0,-1.0,0.0,-10,4,1.9397121257816026,1.0
placement_task,single-prompt/gpt-4o/no-precheck,same_destination,False,92,63,0.6847826086956522,63,-0.3492063492063492,0.0,-1.0,0.0,-10,11,2.315158533962284,1.0
placement_task,single-prompt/gpt-4o/no-precheck,cosine_bin,<0.8,57,39,0.6842105263157895,39,-0.717948717948718,0.0,-1.0,0.0,-10,2,1.7910408316001172,1.0
placement_task,single-prompt/gpt-4o/no-precheck,same_operation,False,47,31,0.6595744680851063,31,0,0.0,-1.0,0.0,-3,11,2.4765567494675613,1.0
placement_task,single-prompt/gpt-4o/no-precheck,same_object,False,11,7,0.6363636363636364,7,-0.42857142857142855,0.0,-1.0,0.0,-1,0,0.5345224838248488,1.0
placement_task,single-prompt/gpt-4o/no-precheck,same_destination,True,11,7,0.6363636363636364,7,-0.42857142857142855,0.0,-1.0,0.0,-1,0,0.5345224838248488,1.0
placement_task,single-prompt/gpt-4o/no-precheck,cosine_bin,>=0.9,2,1,0.5,1,-1,-1.0,-1.0,-1.0,-1,-1,,0.0
placement_task,single-prompt/gpt-4o/precheck,cosine_bin,0.8–0.9,44,31,0.7045454545454546,31,-0.03225806451612903,0.0,-1.0,0.0,-3,4,1.3536092732085316,1.0
placement_task,single-prompt/gpt-4o/precheck,same_object,True,92,67,0.7282608695652174,67,-0.5373134328358209,0.0,-1.0,0.0,-11,4,2.134339428069201,1.0
placement_task,single-prompt/gpt-4o/precheck,same_operation,True,56,43,0.7678571428571429,43,-0.5581395348837209,0.0,-1.0,0.0,-11,3,2.4717674954362145,1.0
placement_task,single-prompt/gpt-4o/precheck,same_destination,False,92,67,0.7282608695652174,67,-0.5373134328358209,0.0,-1.0,0.0,-11,4,2.134339428069201,1.0
placement_task,single-prompt/gpt-4o/precheck,cosine_bin,<0.8,57,44,0.7719298245614035,44,-0.75,0.0,-1.0,0.0,-11,3,2.4411682296763972,1.0
placement_task,single-prompt/gpt-4o/precheck,same_operation,False,47,33,0.7021276595744681,33,-0.3333333333333333,0.0,-1.0,0.0,-3,4,1.4068285846778443,1.0
placement_task,single-prompt/gpt-4o/precheck,same_object,False,11,9,0.8181818181818182,9,0.1111111111111111,0.0,-1.0,1.0,-2,3,1.4529663145135578,2.0
placement_task,single-prompt/gpt-4o/precheck,same_destination,True,11,9,0.8181818181818182,9,0.1111111111111111,0.0,-1.0,1.0,-2,3,1.4529663145135578,2.0
placement_task,single-prompt/gpt-4o/precheck,cosine_bin,>=0.9,2,1,0.5,1,-1,-1.0,-1.0,-1.0,-1,-1,,0.0
