task_type,split,task_id,task_name,template,operation,object,destination,scene,initial_room,initial_states,goal_states,goal_count,required_state_changes,reference_length,reference_actions,initially_complete_proxy
state_change_task,test,test_task30,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,1,bedroom,"[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""ON""]}, {""id"": 261, ""states"": [""ON""]}, {""id"": 427, ""states"": [""OFF""]}]","[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""OFF""]}]",4,2,4,"[""[WALK] <lightswitch> (173)"", ""[SWITCHOFF] <lightswitch> (173)"", ""[WALK] <lightswitch> (261)"", ""[SWITCHOFF] <lightswitch> (261)""]",False
state_change_task,test,test_task31,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,1,bedroom,"[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""ON""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""ON""]}]","[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""OFF""]}]",4,2,4,"[""[WALK] <lightswitch> (173)"", ""[SWITCHOFF] <lightswitch> (173)"", ""[WALK] <lightswitch> (427)"", ""[SWITCHOFF] <lightswitch> (427)""]",False
state_change_task,test,test_task32,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,1,livingroom,"[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""ON""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""OFF""]}]","[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""OFF""]}]",4,1,2,"[""[WALK] <lightswitch> (173)"", ""[SWITCHOFF] <lightswitch> (173)""]",False
state_change_task,test,test_task33,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,1,kitchen,"[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""ON""]}, {""id"": 427, ""states"": [""ON""]}]","[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""OFF""]}]",4,2,4,"[""[WALK] <lightswitch> (261)"", ""[SWITCHOFF] <lightswitch> (261)"", ""[WALK] <lightswitch> (427)"", ""[SWITCHOFF] <lightswitch> (427)""]",False
state_change_task,test,test_task34,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,1,bedroom,"[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""ON""]}, {""id"": 427, ""states"": [""OFF""]}]","[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""OFF""]}]",4,1,2,"[""[WALK] <lightswitch> (261)"", ""[SWITCHOFF] <lightswitch> (261)""]",False
state_change_task,test,test_task35,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,1,bathroom,"[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""ON""]}]","[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""OFF""]}]",4,1,2,"[""[WALK] <lightswitch> (427)"", ""[SWITCHOFF] <lightswitch> (427)""]",False
state_change_task,test,test_task36,Turn off all lightswitches,Turn {state} all {object},off,lightswitches,,1,livingroom,"[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""OFF""]}]","[{""id"": 71, ""states"": [""OFF""]}, {""id"": 173, ""states"": [""OFF""]}, {""id"": 261, ""states"": [""OFF""]}, {""id"": 427, ""states"": [""OFF""]}]",4,0,0,[],True
state_change_task,test,test_task37,Turn off all tablelamps,Turn {state} all {object},off,tablelamps,,1,livingroom,"[{""id"": 102, ""states"": [""ON""]}, {""id"": 103, ""states"": [""ON""]}]","[{""id"": 102, ""states"": [""OFF""]}, {""id"": 103, ""states"": [""OFF""]}]",2,2,4,"[""[WALK] <tablelamp> (102)"", ""[SWITCHOFF] <tablelamp> (102)"", ""[WALK] <tablelamp> (103)"", ""[SWITCHOFF] <tablelamp> (103)""]",False
state_change_task,test,test_task38,Turn off all tablelamps,Turn {state} all {object},off,tablelamps,,1,bedroom,"[{""id"": 102, ""states"": [""ON""]}, {""id"": 103, ""states"": [""OFF""]}]","[{""id"": 102, ""states"": [""OFF""]}, {""id"": 103, ""states"": [""OFF""]}]",2,1,2,"[""[WALK] <tablelamp> (102)"", ""[SWITCHOFF] <tablelamp> (102)""]",False
state_change_task,test,test_task39,Turn off all tablelamps,Turn {state} all {object},off,tablelamps,,1,kitchen,"[{""id"": 102, ""states"": [""OFF""]}, {""id"": 103, ""states"": [""ON""]}]","[{""id"": 102, ""states"": [""OFF""]}, {""id"": 103, ""states"": [""OFF""]}]",2,1,2,"[""[WALK] <tablelamp> (103)"", ""[SWITCHOFF] <tablelamp> (103)""]",False
state_change_task,test,test_task40,Turn off all tablelamps,Turn {state} all {object},off,tablelamps,,1,kitchen,"[{""id"": 102, ""states"": [""OFF""]}, {""id"": 103, ""states"": [""OFF""]}]","[{""id"": 102, ""states"": [""OFF""]}, {""id"": 103, ""states"": [""OFF""]}]",2,0,0,[],True
state_change_task,test,test_task41,Turn off all computers,Turn {state} all {object},off,computers,,1,bedroom,"[{""id"": 174, ""states"": [""ON""]}, {""id"": 433, ""states"": [""ON""]}]","[{""id"": 174, ""states"": [""OFF""]}, {""id"": 433, ""states"": [""OFF""]}]",2,2,4,"[""[WALK] <computer> (174)"", ""[SWITCHOFF] <computer> (174)"", ""[WALK] <computer> (433)"", ""[SWITCHOFF] <computer> (433)""]",False
state_change_task,test,test_task42,Turn off all computers,Turn {state} all {object},off,computers,,1,kitchen,"[{""id"": 174, ""states"": [""ON""]}, {""id"": 433, ""states"": [""OFF""]}]","[{""id"": 174, ""states"": [""OFF""]}, {""id"": 433, ""states"": [""OFF""]}]",2,1,2,"[""[WALK] <computer> (174)"", ""[SWITCHOFF] <computer> (174)""]",False
state_change_task,test,test_task43,Turn off all computers,Turn {state} all {object},off,computers,,1,livingroom,"[{""id"": 174, ""states"": [""OFF""]}, {""id"": 433, ""states"": [""ON""]}]","[{""id"": 174, ""states"": [""OFF""]}, {""id"": 433, ""states"": [""OFF""]}]",2,1,2,"[""[WALK] <computer> (433)"", ""[SWITCHOFF] <computer> (433)""]",False
state_change_task,test,test_task44,Turn off all computers,Turn {state} all {object},off,computers,,1,bathroom,"[{""id"": 174, ""states"": [""OFF""]}, {""id"": 433, ""states"": [""OFF""]}]","[{""id"": 174, ""states"": [""OFF""]}, {""id"": 433, ""states"": [""OFF""]}]",2,0,0,[],True
state_change_task,test,test_task45,Turn off all tvs,Turn {state} all {object},off,tvs,,1,livingroom,"[{""id"": 264, ""states"": [""ON""]}, {""id"": 426, ""states"": [""ON""]}]","[{""id"": 264, ""states"": [""OFF""]}, {""id"": 426, ""states"": [""OFF""]}]",2,2,4,"[""[WALK] <tv> (264)"", ""[SWITCHOFF] <tv> (264)"", ""[WALK] <tv> (426)"", ""[SWITCHOFF] <tv> (426)""]",False
state_change_task,test,test_task46,Turn off all tvs,Turn {state} all {object},off,tvs,,1,bedroom,"[{""id"": 264, ""states"": [""ON""]}, {""id"": 426, ""states"": [""OFF""]}]","[{""id"": 264, ""states"": [""OFF""]}, {""id"": 426, ""states"": [""OFF""]}]",2,1,2,"[""[WALK] <tv> (264)"", ""[SWITCHOFF] <tv> (264)""]",False
state_change_task,test,test_task47,Turn off all tvs,Turn {state} all {object},off,tvs,,1,kitchen,"[{""id"": 264, ""states"": [""OFF""]}, {""id"": 426, ""states"": [""ON""]}]","[{""id"": 264, ""states"": [""OFF""]}, {""id"": 426, ""states"": [""OFF""]}]",2,1,2,"[""[WALK] <tv> (426)"", ""[SWITCHOFF] <tv> (426)""]",False
state_change_task,test,test_task48,Turn off all tvs,Turn {state} all {object},off,tvs,,1,kitchen,"[{""id"": 264, ""states"": [""OFF""]}, {""id"": 426, ""states"": [""OFF""]}]","[{""id"": 264, ""states"": [""OFF""]}, {""id"": 426, ""states"": [""OFF""]}]",2,0,0,[],True
state_change_task,test,test_task49,Turn on all lightswitches,Turn {state} all {object},on,lightswitches,,2,bedroom,"[{""id"": 48, ""states"": [""ON""]}, {""id"": 97, ""states"": [""ON""]}, {""id"": 157, ""states"": [""ON""]}, {""id"": 302, ""states"": [""ON""]}]","[{""id"": 48, ""states"": [""ON""]}, {""id"": 97, ""states"": [""ON""]}, {""id"": 157, ""states"": [""ON""]}, {""id"": 302, ""states"": [""ON""]}]",4,0,0,[],True
state_change_task,test,test_task50,Turn on all lightswitches,Turn {state} all {object},on,lightswitches,,2,kitchen,"[{""id"": 48, ""states"": [""ON""]}, {""id"": 97, ""states"": [""ON""]}, {""id"": 157, ""states"": [""ON""]}, {""id"": 302, ""states"": [""OFF""]}]","[{""id"": 48, ""states"": [""ON""]}, {""id"": 97, ""states"": [""ON""]}, {""id"": 157, ""states"": [""ON""]}, {""id"": 302, ""states"": [""ON""]}]",4,1,2,"[""[WALK] <lightswitch> (302)"", ""[SWITCHON] <lightswitch> (302)""]",False
