task_type,method_a,method_b,common_success_n,a_executed_n,a_executed_mean,a_executed_median,a_executed_q1,a_executed_q3,a_executed_min,a_executed_max,a_executed_sd_sample,a_executed_iqr,b_executed_n,b_executed_mean,b_executed_median,b_executed_q1,b_executed_q3,b_executed_min,b_executed_max,b_executed_sd_sample,b_executed_iqr,reference_n,reference_mean,reference_median,reference_q1,reference_q3,reference_min,reference_max,reference_sd_sample,reference_iqr,a_minus_b_n,a_minus_b_mean,a_minus_b_median,a_minus_b_q1,a_minus_b_q3,a_minus_b_min,a_minus_b_max,a_minus_b_sd_sample,a_minus_b_iqr
state_change_task,single-prompt/gpt-4o-mini/precheck,multi-prompts/gpt-4o/precheck,175,175,3.902857142857143,4.0,2.0,6.0,0,11,2.6122485265632784,4.0,175,3.262857142857143,3.0,2.0,5.0,0,9,2.108969039722734,3.0,175,3.6,4.0,2.0,6.0,0,10,2.248882225544018,4.0,175,0.64,0.0,0.0,1.0,-1,6,1.1404778187989515,1.0
state_change_task,single-prompt/gpt-4o-mini/precheck,single-prompt/gpt-4o-mini/no-precheck,161,161,3.8260869565217392,4.0,2.0,6.0,0,11,2.548443685348237,4.0,161,3.919254658385093,4.0,2.0,6.0,0,11,2.598016443557236,4.0,161,3.627329192546584,4.0,2.0,6.0,0,10,2.2605858637098857,4.0,161,-0.09316770186335403,0.0,0.0,0.0,-5,4,1.1280582998898199,0.0
state_change_task,single-prompt/gpt-4o-mini/precheck,single-prompt/gpt-4o/no-precheck,162,162,3.8950617283950617,4.0,2.0,6.0,0,11,2.5842524170777414,4.0,162,3.5925925925925926,3.0,2.0,5.0,0,12,2.46353670816803,3.0,162,3.6790123456790123,4.0,2.0,6.0,0,10,2.272313295769831,4.0,162,0.30246913580246915,0.0,0.0,1.0,-5,5,1.2465580247142019,1.0
state_change_task,single-prompt/gpt-4o-mini/precheck,multi-prompts/gpt-4o-mini/no-precheck,160,160,3.96875,4.0,2.0,6.0,0,11,2.6574255168035266,4.0,160,4.09375,4.0,2.0,6.0,0,11,2.7876566994904226,4.0,160,3.725,4.0,2.0,6.0,0,10,2.303811444066402,4.0,160,-0.125,0.0,0.0,0.0,-4,3,1.1587783634489748,0.0
state_change_task,single-prompt/gpt-4o-mini/precheck,multi-prompts/gpt-4o/no-precheck,170,170,3.8823529411764706,4.0,2.0,6.0,0,11,2.592258683425717,4.0,170,3.3294117647058825,3.0,2.0,5.0,0,11,2.2367994638055713,3.0,170,3.588235294117647,4.0,2.0,6.0,0,8,2.2070040076699486,4.0,170,0.5529411764705883,0.0,0.0,1.0,-2,6,1.1917455980551448,1.0
state_change_task,single-prompt/gpt-4o/precheck,multi-prompts/gpt-4o-mini/precheck,197,197,3.720812182741117,3.0,2.0,5.0,0,11,2.311952825558066,3.0,197,4.1725888324873095,4.0,2.0,6.0,0,12,2.517420914283221,4.0,197,3.817258883248731,4.0,2.0,6.0,0,10,2.1962645929462505,4.0,197,-0.4517766497461929,0.0,-1.0,0.0,-5,4,1.0898227673093737,1.0
state_change_task,single-prompt/gpt-4o/precheck,multi-prompts/gpt-4o/precheck,221,221,3.9411764705882355,4.0,2.0,6.0,0,12,2.5407902261426525,4.0,221,3.5972850678733033,3.0,2.0,5.0,0,9,2.156552774306005,3.0,221,3.918552036199095,4.0,2.0,6.0,0,10,2.282874918577633,4.0,221,0.3438914027149321,0.0,0.0,0.0,-2,5,0.9141917776565492,0.0
state_change_task,single-prompt/gpt-4o/precheck,single-prompt/gpt-4o-mini/no-precheck,163,163,3.496932515337423,3.0,2.0,5.0,0,11,2.2699709932579584,3.0,163,4.141104294478527,4.0,2.0,6.0,0,14,2.7031698370742197,4.0,163,3.754601226993865,4.0,2.0,6.0,0,10,2.2528227137315215,4.0,163,-0.6441717791411042,0.0,-1.0,0.0,-7,3,1.22060995476352,1.0
state_change_task,single-prompt/gpt-4o/precheck,single-prompt/gpt-4o/no-precheck,220,220,3.7772727272727273,3.0,2.0,5.0,0,12,2.404415994022699,3.0,220,3.8863636363636362,3.0,2.0,5.25,0,12,2.6067694547950477,3.25,220,3.909090909090909,4.0,2.0,6.0,0,10,2.2757223933927277,4.0,220,-0.10909090909090909,0.0,0.0,0.0,-5,3,0.8999792442604587,0.0
state_change_task,single-prompt/gpt-4o/precheck,multi-prompts/gpt-4o-mini/no-precheck,186,186,3.838709677419355,4.0,2.0,5.0,0,11,2.4727283217318945,3.0,186,4.516129032258065,4.0,2.0,6.0,0,15,2.9614200509883455,4.0,186,3.989247311827957,4.0,2.0,6.0,0,10,2.2826945843746325,4.0,186,-0.6774193548387096,0.0,-1.0,0.0,-6,3,1.2958252328156539,1.0
state_change_task,single-prompt/gpt-4o/precheck,multi-prompts/gpt-4o/no-precheck,216,216,3.935185185185185,4.0,2.0,6.0,0,12,2.510529076632396,4.0,216,3.6574074074074074,3.0,2.0,5.0,0,9,2.254347890187179,3.0,216,3.9074074074074074,4.0,2.0,6.0,0,10,2.23101619160433,4.0,216,0.2777777777777778,0.0,0.0,0.0,-2,5,1.0327955589886446,0.0
state_change_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts/gpt-4o/precheck,210,210,4.185714285714286,4.0,2.0,6.0,0,12,2.5823815487706896,4.0,210,3.4047619047619047,3.0,2.0,5.0,0,9,2.0850289294921835,3.0,210,3.723809523809524,4.0,2.0,6.0,0,10,2.234977443750058,4.0,210,0.780952380952381,1.0,0.0,1.0,-2,5,1.1406449311532472,1.0
state_change_task,multi-prompts/gpt-4o-mini/precheck,single-prompt/gpt-4o-mini/no-precheck,168,168,3.9047619047619047,4.0,2.0,6.0,0,12,2.4960761907755997,4.0,168,3.9642857142857144,4.0,2.0,6.0,0,11,2.5848310549336078,4.0,168,3.6547619047619047,4.0,2.0,6.0,0,10,2.253375632108057,4.0,168,-0.05952380952380952,0.0,0.0,0.0,-5,4,1.2269546592913114,0.0
state_change_task,multi-prompts/gpt-4o-mini/precheck,single-prompt/gpt-4o/no-precheck,189,189,4.142857142857143,4.0,2.0,6.0,0,11,2.4766385690737573,4.0,189,3.798941798941799,3.0,2.0,5.0,0,12,2.5184001468762083,3.0,189,3.8306878306878307,4.0,2.0,6.0,0,10,2.234380787398558,4.0,189,0.3439153439153439,0.0,0.0,1.0,-5,4,1.1729339070220604,1.0
state_change_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts/gpt-4o-mini/no-precheck,186,186,4.026881720430108,4.0,2.0,6.0,0,12,2.485488250906405,4.0,186,4.220430107526882,4.0,2.0,6.0,0,15,2.7606916148650025,4.0,186,3.795698924731183,4.0,2.0,6.0,0,10,2.2735096801246435,4.0,186,-0.1935483870967742,0.0,0.0,0.0,-8,5,1.1602242515403,0.0
state_change_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts/gpt-4o/no-precheck,206,206,4.184466019417476,4.0,2.0,6.0,0,12,2.5499787576945314,4.0,206,3.4563106796116503,3.0,2.0,5.0,0,9,2.165254219419664,3.0,206,3.7184466019417477,4.0,2.0,6.0,0,8,2.1949719737225397,4.0,206,0.7281553398058253,0.0,0.0,1.0,-1,5,1.1235325367419,1.0
state_change_task,multi-prompts/gpt-4o/precheck,single-prompt/gpt-4o-mini/no-precheck,173,173,3.3815028901734103,3.0,2.0,5.0,0,9,2.210993685433426,3.0,173,4.22543352601156,4.0,2.0,6.0,0,14,2.8896447963953267,4.0,173,3.7803468208092488,4.0,2.0,6.0,0,10,2.386557776076431,4.0,173,-0.8439306358381503,0.0,-1.0,0.0,-7,1,1.2266093537832436,1.0
state_change_task,multi-prompts/gpt-4o/precheck,single-prompt/gpt-4o/no-precheck,214,214,3.546728971962617,3.0,2.0,5.0,0,9,2.204383927306877,3.0,214,4.014018691588785,3.0,2.0,6.0,0,12,2.74670775522383,4.0,214,3.925233644859813,4.0,2.0,6.0,0,10,2.340502472352478,4.0,214,-0.4672897196261682,0.0,-1.0,0.0,-5,2,1.2166123752194082,1.0
state_change_task,multi-prompts/gpt-4o/precheck,multi-prompts/gpt-4o-mini/no-precheck,193,193,3.616580310880829,3.0,2.0,5.0,0,9,2.2634171057979247,3.0,193,4.569948186528498,4.0,2.0,7.0,0,15,3.0663714470800905,5.0,193,4,4.0,2.0,6.0,0,10,2.3892118644719087,4.0,193,-0.9533678756476683,0.0,-1.0,0.0,-8,2,1.4800413685111364,1.0
state_change_task,multi-prompts/gpt-4o/precheck,multi-prompts/gpt-4o/no-precheck,267,267,3.5842696629213484,3.0,2.0,5.0,0,9,2.1176433317232606,3.0,267,3.6779026217228465,3.0,2.0,5.0,0,11,2.2680351748576557,3.0,267,3.8876404494382024,4.0,2.0,6.0,0,10,2.2146379169787775,4.0,267,-0.09363295880149813,0.0,0.0,0.0,-3,3,0.5965413347140461,0.0
state_change_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt/gpt-4o/no-precheck,160,160,4.1375,4.0,2.0,6.0,0,14,2.75518379347895,4.0,160,3.55625,3.0,2.0,5.0,0,11,2.4152213201189725,3.0,160,3.775,4.0,2.0,6.0,0,10,2.3092649052275753,4.0,160,0.58125,0.0,0.0,1.0,-5,7,1.3527139038467733,1.0
state_change_task,single-prompt/gpt-4o-mini/no-precheck,multi-prompts/gpt-4o-mini/no-precheck,170,170,4.1647058823529415,4.0,2.0,6.0,0,14,2.7728483158668147,4.0,170,4.076470588235294,4.0,2.0,6.0,0,12,2.7109310638335384,4.0,170,3.8117647058823527,4.0,2.0,6.0,0,10,2.3356973422270704,4.0,170,0.08823529411764706,0.0,0.0,1.0,-4,5,1.097809736019149,1.0
state_change_task,single-prompt/gpt-4o-mini/no-precheck,multi-prompts/gpt-4o/no-precheck,166,166,4.216867469879518,4.0,2.0,6.0,0,14,2.854228942298881,4.0,166,3.433734939759036,3.0,2.0,5.0,0,11,2.3260984167633114,3.0,166,3.7590361445783134,4.0,2.0,6.0,0,8,2.3385587970308763,4.0,166,0.7831325301204819,0.5,0.0,1.0,-3,6,1.1499480122223638,1.0
state_change_task,single-prompt/gpt-4o/no-precheck,multi-prompts/gpt-4o-mini/no-precheck,184,184,3.989130434782609,3.0,2.0,6.0,0,12,2.732098475760794,4.0,184,4.554347826086956,4.0,2.0,6.0,0,15,2.9894683279507053,4.0,184,4.021739130434782,4.0,2.0,6.0,0,10,2.3281515962394854,4.0,184,-0.5652173913043478,0.0,-1.0,0.0,-6,4,1.2614879567602224,1.0
state_change_task,single-prompt/gpt-4o/no-precheck,multi-prompts/gpt-4o/no-precheck,209,209,4.0047846889952154,3.0,2.0,6.0,0,12,2.7165759126141156,4.0,209,3.6411483253588517,3.0,2.0,5.0,0,11,2.297664077595056,3.0,209,3.9138755980861246,4.0,2.0,6.0,0,10,2.2896608759284534,4.0,209,0.36363636363636365,0.0,0.0,0.0,-4,5,1.213631780196159,0.0
state_change_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts/gpt-4o/no-precheck,188,188,4.574468085106383,4.0,2.0,7.0,0,15,3.0555966419912473,5.0,188,3.675531914893617,3.0,2.0,5.0,0,11,2.355114410527974,3.0,188,3.978723404255319,4.0,2.0,6.0,0,8,2.339974511512791,4.0,188,0.898936170212766,0.0,0.0,1.0,-4,8,1.468164460680242,1.0
placement_task,baseline/gpt-4o,single-prompt/gpt-4o-mini/precheck,0,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,
placement_task,baseline/gpt-4o,single-prompt/gpt-4o/precheck,0,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,
placement_task,baseline/gpt-4o,multi-prompts/gpt-4o-mini/precheck,0,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,
placement_task,baseline/gpt-4o,multi-prompts/gpt-4o/precheck,0,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,
placement_task,baseline/gpt-4o,single-prompt/gpt-4o-mini/no-precheck,0,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,
placement_task,baseline/gpt-4o,single-prompt/gpt-4o/no-precheck,0,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,
placement_task,baseline/gpt-4o,multi-prompts/gpt-4o-mini/no-precheck,0,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,
placement_task,baseline/gpt-4o,multi-prompts/gpt-4o/no-precheck,0,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt/gpt-4o/precheck,44,44,8.659090909090908,8.0,7.75,9.0,5,24,2.761388105756434,1.25,44,8.477272727272727,8.0,8.0,9.0,3,13,1.8861630347500467,1.0,44,8.795454545454545,8.0,8.0,9.0,4,24,2.637648225347067,1.0,44,0.18181818181818182,0.0,-1.0,0.0,-3,11,2.1703362430816626,1.0
placement_task,single-prompt/gpt-4o-mini/precheck,multi-prompts/gpt-4o-mini/precheck,32,32,8.15625,8.0,7.75,9.0,5,12,1.272776365831545,1.25,32,7.90625,8.0,7.0,9.0,3,12,1.4670438786673983,2.0,32,8.21875,8.0,8.0,9.0,4,9,0.9064064103067461,1.0,32,0.25,0.0,0.0,1.0,-2,4,1.1913667943625412,1.0
placement_task,single-prompt/gpt-4o-mini/precheck,multi-prompts/gpt-4o/precheck,46,46,8.652173913043478,8.0,8.0,9.0,5,24,2.7015830034699437,1.0,46,8.217391304347826,8.0,8.0,9.0,3,13,1.8124635595204037,1.0,46,8.782608695652174,8.0,8.0,9.0,4,24,2.5812403863970417,1.0,46,0.43478260869565216,0.0,-1.0,1.0,-4,11,2.146337178782531,2.0
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt/gpt-4o-mini/no-precheck,42,42,8.119047619047619,8.0,7.0,8.75,5,13,1.3288979654417297,1.75,42,7.571428571428571,8.0,7.0,8.0,3,13,1.3993527622833724,1.0,42,8.333333333333334,8.0,8.0,9.0,4,13,1.0969284536925483,1.0,42,0.5476190476190477,0.0,0.0,1.0,-1,5,1.1519311664814291,1.0
placement_task,single-prompt/gpt-4o-mini/precheck,single-prompt/gpt-4o/no-precheck,44,44,8.340909090909092,8.0,8.0,9.0,5,13,1.4132789158085257,1.0,44,8.113636363636363,8.0,7.0,9.0,3,13,1.7011064674295537,2.0,44,8.454545454545455,8.0,8.0,9.0,4,13,1.2095462430865984,1.0,44,0.22727272727272727,0.0,0.0,1.0,-4,4,1.5229047575716117,1.0
placement_task,single-prompt/gpt-4o-mini/precheck,multi-prompts/gpt-4o-mini/no-precheck,33,33,8.030303030303031,8.0,7.0,8.0,5,12,1.1587937824751349,1.0,33,7.393939393939394,8.0,7.0,8.0,3,9,1.1973771841872223,1.0,33,8.212121212121213,8.0,8.0,9.0,4,9,0.8929437187463076,1.0,33,0.6363636363636364,0.0,0.0,1.0,-2,4,1.3185736094872988,1.0
placement_task,single-prompt/gpt-4o-mini/precheck,multi-prompts/gpt-4o/no-precheck,46,46,8.652173913043478,8.0,8.0,9.0,5,24,2.7015830034699437,1.0,46,7.913043478260869,8.0,7.0,9.0,4,13,1.799087261876258,2.0,46,8.782608695652174,8.0,8.0,9.0,4,24,2.5812403863970417,1.0,46,0.7391304347826086,0.0,0.0,1.0,-1,11,1.9712915406312308,1.0
placement_task,single-prompt/gpt-4o/precheck,multi-prompts/gpt-4o-mini/precheck,38,38,8.31578947368421,8.0,8.0,9.0,3,15,2.1448273811711136,1.0,38,8.078947368421053,8.0,7.0,9.0,3,15,1.9084673197800803,2.0,38,8.763157894736842,8.0,8.0,9.0,4,25,2.9356541747717677,1.0,38,0.23684210526315788,0.0,-0.75,1.0,-2,3,1.282611578336144,1.75
placement_task,single-prompt/gpt-4o/precheck,multi-prompts/gpt-4o/precheck,70,70,8.928571428571429,8.0,8.0,10.0,3,17,2.36717546217788,2.0,70,8.928571428571429,8.5,8.0,10.0,3,18,2.445471582934457,2.0,70,9.4,8.0,8.0,9.0,4,25,3.2499721292004504,1.0,70,0,0.0,0.0,0.0,-3,4,1.1033545687347408,0.0
placement_task,single-prompt/gpt-4o/precheck,single-prompt/gpt-4o-mini/no-precheck,43,43,8.348837209302326,8.0,8.0,9.0,3,13,1.8111259445863868,1.0,43,7.651162790697675,8.0,7.0,8.0,3,13,1.5412382302525547,1.0,43,8.465116279069768,8.0,8.0,9.0,4,13,1.2974120248971526,1.0,43,0.6976744186046512,0.0,0.0,1.0,-2,5,1.3008217864274478,1.0
placement_task,single-prompt/gpt-4o/precheck,single-prompt/gpt-4o/no-precheck,64,64,8.734375,8.0,8.0,9.25,3,17,2.1693550171597527,1.25,64,8.703125,8.0,8.0,9.0,3,23,2.8040768930652065,1.0,64,9.078125,8.0,8.0,9.0,4,25,2.686265404869151,1.0,64,0.03125,0.0,0.0,1.0,-12,3,1.772530699131916,1.0
placement_task,single-prompt/gpt-4o/precheck,multi-prompts/gpt-4o-mini/no-precheck,39,39,8.512820512820513,8.0,8.0,9.0,3,16,2.1989446616118626,1.0,39,7.769230769230769,8.0,7.0,8.0,3,17,1.992902385724986,1.0,39,8.58974358974359,8.0,8.0,9.0,4,16,1.6657217294290299,1.0,39,0.7435897435897436,0.0,0.0,1.5,-2,5,1.371091549746688,1.5
placement_task,single-prompt/gpt-4o/precheck,multi-prompts/gpt-4o/no-precheck,71,71,8.887323943661972,8.0,8.0,10.0,3,17,2.3515909251559153,2.0,71,8.366197183098592,8.0,7.0,9.0,4,17,2.3978528289148207,2.0,71,9.366197183098592,8.0,8.0,9.0,4,25,3.2348081710389756,1.0,71,0.5211267605633803,0.0,0.0,1.0,-2,4,1.2519602336174085,1.0
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts/gpt-4o/precheck,38,38,8.105263157894736,8.0,7.0,9.0,3,15,1.9000636359785785,2.0,38,8.210526315789474,8.0,8.0,9.0,3,15,2.094495936739552,1.0,38,8.763157894736842,8.0,8.0,9.0,4,25,2.9356541747717677,1.0,38,-0.10526315789473684,0.0,-1.0,1.0,-4,3,1.5559732104309982,2.0
placement_task,multi-prompts/gpt-4o-mini/precheck,single-prompt/gpt-4o-mini/no-precheck,34,34,7.705882352941177,8.0,7.0,8.75,0,12,2.0379641024094237,1.75,34,7.205882352941177,8.0,7.0,8.0,0,9,1.736932366658475,1.0,34,8,8.0,8.0,9.0,0,9,1.6696942198734437,1.0,34,0.5,0.0,0.0,1.0,-2,4,1.35400640077266,1.0
placement_task,multi-prompts/gpt-4o-mini/precheck,single-prompt/gpt-4o/no-precheck,38,38,8.157894736842104,8.0,7.0,9.0,3,15,1.8963167113383987,2.0,38,8.236842105263158,8.0,7.0,8.0,3,15,2.1109010568221205,1.0,38,8.789473684210526,8.0,8.0,9.0,4,25,2.9331091771761084,1.0,38,-0.07894736842105263,0.0,-1.0,1.0,-4,2,1.194165522217229,2.0
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts/gpt-4o-mini/no-precheck,36,36,7.694444444444445,8.0,7.0,8.25,0,12,1.983063206894748,1.25,36,7.305555555555555,8.0,7.0,8.0,0,9,1.6702342768852936,1.0,36,8,8.0,8.0,9.0,0,9,1.6212869667555552,1.0,36,0.3888888888888889,0.0,0.0,1.0,-1,4,1.0764432909959347,1.0
placement_task,multi-prompts/gpt-4o-mini/precheck,multi-prompts/gpt-4o/no-precheck,38,38,8,8.0,7.0,8.75,3,15,1.8453740556877365,1.75,38,7.7631578947368425,8.0,7.0,8.0,4,17,2.1236660108752505,1.0,38,8.736842105263158,8.0,8.0,9.0,4,25,2.9379548919900764,1.0,38,0.23684210526315788,0.0,-0.75,1.0,-2,3,1.2613637091766516,1.75
placement_task,multi-prompts/gpt-4o/precheck,single-prompt/gpt-4o-mini/no-precheck,45,45,8.2,8.0,8.0,9.0,3,13,1.8040358795061295,1.0,45,7.666666666666667,8.0,7.0,8.0,3,13,1.507556722888818,1.0,45,8.466666666666667,8.0,8.0,9.0,4,13,1.2720777563426766,1.0,45,0.5333333333333333,0.0,0.0,1.0,-3,4,1.3751033019046572,1.0
placement_task,multi-prompts/gpt-4o/precheck,single-prompt/gpt-4o/no-precheck,65,65,8.646153846153846,8.0,8.0,9.0,3,18,2.3010240195316385,1.0,65,8.753846153846155,8.0,8.0,9.0,3,23,2.834115653684856,1.0,65,9.046153846153846,8.0,8.0,9.0,4,25,2.6717899502882965,1.0,65,-0.1076923076923077,0.0,0.0,1.0,-11,3,1.8634903149322117,1.0
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts/gpt-4o-mini/no-precheck,41,41,8.341463414634147,8.0,8.0,9.0,3,16,2.128494257656818,1.0,41,7.7317073170731705,8.0,7.0,8.0,3,17,1.9624524229124949,1.0,41,8.585365853658537,8.0,8.0,9.0,4,16,1.627507446313189,1.0,41,0.6097560975609756,0.0,0.0,1.0,-3,4,1.3015000726178967,1.0
placement_task,multi-prompts/gpt-4o/precheck,multi-prompts/gpt-4o/no-precheck,78,78,8.871794871794872,8.0,8.0,10.0,3,18,2.3760655810999083,2.0,78,8.397435897435898,8.0,7.0,9.0,4,17,2.365003190957698,2.0,78,9.346153846153847,8.0,8.0,9.0,4,25,3.1243780599886213,1.0,78,0.47435897435897434,0.0,0.0,1.0,-2,4,1.2455047375590553,1.0
placement_task,single-prompt/gpt-4o-mini/no-precheck,single-prompt/gpt-4o/no-precheck,42,42,7.690476190476191,8.0,7.0,8.0,3,13,1.553722441830763,1.0,42,8.238095238095237,8.0,7.25,8.75,3,13,1.910299731424158,1.5,42,8.476190476190476,8.0,8.0,9.0,4,13,1.3110802702462714,1.0,42,-0.5476190476190477,0.0,-1.0,0.0,-5,2,1.5012576995985563,1.0
placement_task,single-prompt/gpt-4o-mini/no-precheck,multi-prompts/gpt-4o-mini/no-precheck,38,38,7.2894736842105265,7.5,7.0,8.0,0,12,1.814474754419002,1.0,38,7.315789473684211,8.0,7.0,8.0,0,12,1.8024797207375138,1.0,38,8.157894736842104,8.0,8.0,9.0,0,13,1.7786468556936332,1.0,38,-0.02631578947368421,0.0,-1.0,0.0,-2,2,0.8849138637350197,1.0
placement_task,single-prompt/gpt-4o-mini/no-precheck,multi-prompts/gpt-4o/no-precheck,44,44,7.659090909090909,8.0,7.0,8.0,3,13,1.5241189878804604,1.0,44,7.863636363636363,8.0,7.0,8.25,4,13,1.7991071311471725,1.25,44,8.454545454545455,8.0,8.0,9.0,4,13,1.2841528825622017,1.0,44,-0.20454545454545456,0.0,-1.0,0.25,-4,3,1.5185602951410453,1.25
placement_task,single-prompt/gpt-4o/no-precheck,multi-prompts/gpt-4o-mini/no-precheck,39,39,8.025641025641026,8.0,7.0,8.0,3,13,1.9123859372546763,1.0,39,7.538461538461538,8.0,7.0,8.0,3,12,1.3346821787296868,1.0,39,8.384615384615385,8.0,8.0,9.0,4,13,1.1382207864489444,1.0,39,0.48717948717948717,0.0,0.0,1.0,-2,5,1.4118258963744128,1.0
placement_task,single-prompt/gpt-4o/no-precheck,multi-prompts/gpt-4o/no-precheck,66,66,8.681818181818182,8.0,7.25,9.0,3,23,2.8074576010722194,1.75,66,8.181818181818182,8.0,7.0,9.0,4,17,2.1972646695316493,2.0,66,9.030303030303031,8.0,8.0,9.0,4,25,2.6542836030125803,1.0,66,0.5,0.0,0.0,1.0,-2,11,1.7823925148302988,1.0
placement_task,multi-prompts/gpt-4o-mini/no-precheck,multi-prompts/gpt-4o/no-precheck,41,41,7.7073170731707314,8.0,7.0,8.0,3,17,1.9652468348660987,1.0,41,7.975609756097561,8.0,7.0,9.0,4,16,2.103423458056518,2.0,41,8.560975609756097,8.0,8.0,9.0,4,16,1.6286310277009473,1.0,41,-0.2682926829268293,0.0,-1.0,1.0,-3,3,1.3788471678163328,2.0
