run_id,kind,task_id,model,arm,repeat,step,graph_file,goal_index,source_in_extracted_objects,full_graph_satisfied,extracted_direct_field_satisfied,direct_field_matches_when_present,not_a_natural_language_retention_score
placement_task_test_task1_C0_no_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C0_no_precheck,2,1,graph_0003.json.gz,1,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C0_no_precheck,2,2,graph_0006.json.gz,0,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C0_no_precheck,2,2,graph_0006.json.gz,1,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C0_no_precheck,2,3,graph_0009.json.gz,0,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C0_no_precheck,2,3,graph_0009.json.gz,1,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C0_no_precheck,2,4,graph_0012.json.gz,0,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C0_no_precheck,2,4,graph_0012.json.gz,1,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,0,1,graph_0003.json.gz,0,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,0,1,graph_0003.json.gz,1,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,0,2,graph_0006.json.gz,0,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,0,2,graph_0006.json.gz,1,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,0,3,graph_0009.json.gz,0,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,0,3,graph_0009.json.gz,1,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,0,4,graph_0012.json.gz,0,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,0,4,graph_0012.json.gz,1,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,0,5,graph_0015.json.gz,0,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,0,5,graph_0015.json.gz,1,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,0,6,graph_0018.json.gz,0,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,0,6,graph_0018.json.gz,1,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,1,1,graph_0003.json.gz,0,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,1,1,graph_0003.json.gz,1,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,1,2,graph_0006.json.gz,0,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,1,2,graph_0006.json.gz,1,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,2,1,graph_0003.json.gz,0,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,2,1,graph_0003.json.gz,1,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,2,2,graph_0006.json.gz,0,True,False,False,True,True
placement_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C0_no_precheck,2,2,graph_0006.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,1,graph_0003.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,1,graph_0003.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,2,graph_0006.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,2,graph_0006.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,3,graph_0009.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,3,graph_0009.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,4,graph_0012.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,4,graph_0012.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,5,graph_0015.json.gz,0,True,True,True,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,5,graph_0015.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,6,graph_0018.json.gz,0,True,True,True,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,6,graph_0018.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,7,graph_0021.json.gz,0,True,True,True,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,7,graph_0021.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,8,graph_0024.json.gz,0,True,True,True,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,8,graph_0024.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,9,graph_0027.json.gz,0,True,True,True,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,0,9,graph_0027.json.gz,1,True,True,True,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,1,1,graph_0003.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,1,1,graph_0003.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,1,2,graph_0006.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,1,2,graph_0006.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,1,3,graph_0009.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,1,3,graph_0009.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,1,4,graph_0012.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,1,4,graph_0012.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,1,graph_0003.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,1,graph_0003.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,2,graph_0006.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,2,graph_0006.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,3,graph_0009.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,3,graph_0009.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,4,graph_0012.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,4,graph_0012.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,5,graph_0015.json.gz,0,True,True,True,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,5,graph_0015.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,6,graph_0018.json.gz,0,True,True,True,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,6,graph_0018.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,7,graph_0021.json.gz,0,True,True,True,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,7,graph_0021.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,8,graph_0024.json.gz,0,True,True,True,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,8,graph_0024.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,9,graph_0027.json.gz,0,True,True,True,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,9,graph_0027.json.gz,1,True,True,True,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,1,graph_0003.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,1,graph_0003.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,2,graph_0006.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,2,graph_0006.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,3,graph_0009.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,3,graph_0009.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,4,graph_0012.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,4,graph_0012.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,5,graph_0015.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,5,graph_0015.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,6,graph_0018.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,6,graph_0018.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,7,graph_0021.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,7,graph_0021.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,1,1,graph_0003.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,1,1,graph_0003.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,1,2,graph_0006.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,1,2,graph_0006.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,1,graph_0003.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,1,graph_0003.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,2,graph_0006.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,2,graph_0006.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,3,graph_0009.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,3,graph_0009.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,4,graph_0012.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,4,graph_0012.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,5,graph_0015.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,5,graph_0015.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,6,graph_0018.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,6,graph_0018.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,7,graph_0021.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,7,graph_0021.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,8,graph_0024.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,8,graph_0024.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,1,graph_0003.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,1,graph_0003.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,2,graph_0006.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,2,graph_0006.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,3,graph_0009.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,3,graph_0009.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,4,graph_0012.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,4,graph_0012.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,1,graph_0003.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,1,graph_0003.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,2,graph_0006.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,2,graph_0006.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,3,graph_0009.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,3,graph_0009.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,4,graph_0012.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,4,graph_0012.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,2,1,graph_0003.json.gz,0,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,2,1,graph_0003.json.gz,1,True,False,False,True,True
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,2,2,graph_0006.json.gz,0,True,False,False,True,True
