run_id,kind,task_id,model,arm,repeat,step,stage,action,extracted_label,full_graph_label,llm_accepts,checker_accepts,response
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,1,2,candidate,[GRAB] <cupcake> (195),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,1,2,budget_review,[GRAB] <cupcake> (195),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,1,3,candidate,[WALK] <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,1,3,budget_review,[WALK] <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,1,4,candidate,[PUT] <cupcake> (195) <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,1,4,budget_review,[PUT] <cupcake> (195) <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,1,candidate,[WALK] <bedroom> (73),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,1,budget_review,[WALK] <bedroom> (73),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,2,candidate,[GRAB] <cupcake> (195),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,2,budget_review,[GRAB] <cupcake> (195),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,3,candidate,[WALK] <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,3,budget_review,[WALK] <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,4,candidate,[PUT] <cupcake> (195) <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,4,budget_review,[PUT] <cupcake> (195) <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,5,candidate,[WALK] <cupcake> (196),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,5,budget_review,[WALK] <cupcake> (196),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,6,candidate,[GRAB] <cupcake> (196),false,false,,,
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,6,budget_review,[GRAB] <cupcake> (196),false,false,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,7,candidate,[WALK] <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,7,budget_review,[WALK] <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,8,candidate,[PUT] <cupcake> (196) <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_budgeted,2,8,budget_review,[PUT] <cupcake> (196) <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,1,candidate,[WALK] <desk> (108),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,1,budget_review,[WALK] <desk> (108),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,2,candidate,[GRAB] <cupcake> (195),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,2,budget_review,[GRAB] <cupcake> (195),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,3,candidate,[WALK] <desk> (108),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,3,budget_review,[WALK] <desk> (108),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,4,candidate,[GRAB] <cupcake> (196),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,4,budget_review,[GRAB] <cupcake> (196),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,5,candidate,[GRAB] <cupcake> (196),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,5,budget_review,[GRAB] <cupcake> (196),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,6,candidate,[WALK] <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,6,budget_review,[WALK] <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,7,candidate,[PUT] <cupcake> (195) <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,0,7,budget_review,[PUT] <cupcake> (195) <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,1,1,candidate,[WALK] <bedroom> (73),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,1,1,budget_review,[WALK] <bedroom> (73),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,1,2,candidate,[OPEN] <desk> (108),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,1,2,budget_review,[OPEN] <desk> (108),true,true,False,False,No
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,1,candidate,[WALK] <desk> (108),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,1,budget_review,[WALK] <desk> (108),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,2,candidate,[GRAB] <cupcake> (195),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,2,budget_review,[GRAB] <cupcake> (195),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,3,candidate,[OPEN] <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,3,budget_review,[OPEN] <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,4,candidate,[GRAB] <cupcake> (195),false,false,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,4,budget_review,[GRAB] <cupcake> (195),false,false,False,False,No
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,5,candidate,[WALK] <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,5,budget_review,[WALK] <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,6,candidate,[PUT] <cupcake> (196) <kitchencounter> (238),false,false,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,6,budget_review,[PUT] <cupcake> (196) <kitchencounter> (238),false,false,False,False,No
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,7,candidate,[PUT] <cupcake> (196) <kitchencounter> (238),false,false,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,7,budget_review,[PUT] <cupcake> (196) <kitchencounter> (238),false,false,False,False,No
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,8,candidate,[PUT] <cupcake> (196) <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_budgeted,2,8,budget_review,[PUT] <cupcake> (196) <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,1,candidate,[WALK] <bedroom> (73),true,true,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,1,precondition,[WALK] <bedroom> (73),true,true,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,2,candidate,[GRAB] <cupcake> (195),false,false,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,2,precondition,[GRAB] <cupcake> (195),false,false,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,3,candidate,[WALK] <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,3,precondition,[WALK] <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,4,candidate,[PUT] <cupcake> (195) <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,0,4,precondition,[PUT] <cupcake> (195) <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,1,candidate,[WALK] <bedroom> (73),true,true,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,1,precondition,[WALK] <bedroom> (73),true,true,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,2,candidate,[GRAB] <cupcake> (195),false,false,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,2,precondition,[GRAB] <cupcake> (195),false,false,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,3,candidate,[WALK] <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,3,precondition,[WALK] <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,4,candidate,[PUT] <cupcake> (195) <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,1,4,precondition,[PUT] <cupcake> (195) <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,2,1,candidate,[WALK] <bedroom> (73),true,true,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,2,1,precondition,[WALK] <bedroom> (73),true,true,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,2,2,candidate,[GRAB] <cupcake> (195),false,false,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,2,2,precondition,[GRAB] <cupcake> (195),false,false,True,True,Yes.
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,2,3,candidate,[WALK] <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,2,3,precondition,[WALK] <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,2,4,candidate,[PUT] <cupcake> (195) <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r2,placement_task,test_task1,gpt-4o-2024-08-06,C1_llm_precheck,2,4,precondition,[PUT] <cupcake> (195) <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_llm_precheck,0,1,candidate,[WALK] <desk> (108),true,true,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_llm_precheck,0,1,precondition,[WALK] <desk> (108),true,true,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_llm_precheck,0,2,candidate,[GRAB] <cupcake> (195),true,true,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_llm_precheck,0,2,precondition,[GRAB] <cupcake> (195),true,true,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_llm_precheck,0,3,candidate,[WALK] <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_llm_precheck,0,3,precondition,[WALK] <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_llm_precheck,0,4,candidate,[PUT] <cupcake> (195) <kitchencounter> (238),true,true,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r0,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_llm_precheck,0,4,precondition,[PUT] <cupcake> (195) <kitchencounter> (238),true,true,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_llm_precheck,1,1,candidate,[WALK] <bedroom> (73),true,true,,,
placement_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_llm_precheck,1,1,precondition,[WALK] <bedroom> (73),true,true,True,True,Yes
placement_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r1,placement_task,test_task1,gpt-4o-mini-2024-07-18,C1_llm_precheck,1,2,candidate,[OPEN] <desk> (108),false,false,,,
