run_id,symbolic_equal,max_position_distance,max_quaternion_distance,full_graph_equal,passed
placement_task_test_task1_C2_symbolic_precheck_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task1_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task1_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task1_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
placement_task_test_task1_C3_execution_feedback_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
placement_task_test_task1_C3_execution_feedback_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
placement_task_test_task1_C3_execution_feedback_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task1_C3_execution_feedback_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task1_C3_execution_feedback_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task1_C3_execution_feedback_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
placement_task_test_task1_C4_budgeted_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
placement_task_test_task1_C4_budgeted_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
placement_task_test_task1_C4_budgeted_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task1_C4_budgeted_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task1_C4_budgeted_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task1_C4_budgeted_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
placement_task_test_task1_C5_full_graph_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
placement_task_test_task1_C5_full_graph_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
placement_task_test_task1_C5_full_graph_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task1_C5_full_graph_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task1_C5_full_graph_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task1_C5_full_graph_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
placement_task_test_task1_R_fixed_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
placement_task_test_task1_R_fixed_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
placement_task_test_task1_R_fixed_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
placement_task_test_task1_R_none_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
placement_task_test_task1_R_none_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
placement_task_test_task1_R_none_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task1_R_none_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task1_R_none_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task1_R_none_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
placement_task_test_task1_R_random_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
placement_task_test_task1_R_random_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
placement_task_test_task1_R_random_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
placement_task_test_task65_C0_no_precheck_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task65_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task65_C0_no_precheck_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task65_C0_no_precheck_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
placement_task_test_task65_C1_budgeted_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
placement_task_test_task65_C1_budgeted_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
placement_task_test_task65_C1_budgeted_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task65_C1_budgeted_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task65_C1_budgeted_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task65_C1_budgeted_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
placement_task_test_task65_C1_llm_precheck_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
placement_task_test_task65_C1_llm_precheck_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
placement_task_test_task65_C1_llm_precheck_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task65_C1_llm_precheck_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task65_C1_llm_precheck_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task65_C1_llm_precheck_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task65_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
placement_task_test_task65_C3_execution_feedback_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
placement_task_test_task65_C3_execution_feedback_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
placement_task_test_task65_C3_execution_feedback_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task65_C3_execution_feedback_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task65_C3_execution_feedback_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task65_C3_execution_feedback_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
placement_task_test_task65_C4_budgeted_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
placement_task_test_task65_C4_budgeted_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
placement_task_test_task65_C4_budgeted_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task65_C4_budgeted_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task65_C4_budgeted_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task65_C4_budgeted_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
placement_task_test_task65_C5_full_graph_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
placement_task_test_task65_C5_full_graph_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
placement_task_test_task65_C5_full_graph_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task65_C5_full_graph_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task65_C5_full_graph_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task65_C5_full_graph_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
placement_task_test_task65_R_fixed_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
placement_task_test_task65_R_fixed_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
placement_task_test_task65_R_fixed_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task65_R_fixed_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task65_R_fixed_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task65_R_fixed_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
placement_task_test_task65_R_none_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
placement_task_test_task65_R_none_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
placement_task_test_task65_R_none_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task65_R_none_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task65_R_none_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task65_R_none_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
placement_task_test_task65_R_random_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
placement_task_test_task65_R_random_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
placement_task_test_task65_R_random_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
placement_task_test_task65_R_random_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
placement_task_test_task65_R_random_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
placement_task_test_task65_R_random_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task1_C0_no_precheck_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task1_C0_no_precheck_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task1_C0_no_precheck_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task1_C0_no_precheck_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task1_C1_budgeted_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task1_C1_budgeted_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task1_C1_llm_precheck_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task1_C1_llm_precheck_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task1_C2_symbolic_precheck_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task1_C2_symbolic_precheck_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task1_C2_symbolic_precheck_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task1_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task1_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task1_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task1_C3_execution_feedback_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task1_C3_execution_feedback_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task1_C3_execution_feedback_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task1_C3_execution_feedback_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task1_C3_execution_feedback_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task1_C3_execution_feedback_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task1_C4_budgeted_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task1_C4_budgeted_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task1_C4_budgeted_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task1_C4_budgeted_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task1_C4_budgeted_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task1_C4_budgeted_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task1_C5_full_graph_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task1_C5_full_graph_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task1_C5_full_graph_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task1_C5_full_graph_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task1_C5_full_graph_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task1_C5_full_graph_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task1_R_fixed_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task1_R_fixed_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task1_R_fixed_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task1_R_fixed_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task1_R_none_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task1_R_none_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task1_R_none_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task1_R_none_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task1_R_none_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task1_R_none_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task1_R_random_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task1_R_random_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task1_R_random_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task1_R_random_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task6_C0_no_precheck_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task6_C0_no_precheck_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task6_C0_no_precheck_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task6_C0_no_precheck_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task6_C0_no_precheck_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task6_C0_no_precheck_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task6_C1_budgeted_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task6_C1_budgeted_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task6_C1_budgeted_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task6_C1_budgeted_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task6_C1_budgeted_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task6_C1_budgeted_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task6_C1_llm_precheck_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task6_C1_llm_precheck_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task6_C1_llm_precheck_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task6_C1_llm_precheck_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task6_C1_llm_precheck_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task6_C1_llm_precheck_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task6_C2_symbolic_precheck_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task6_C3_execution_feedback_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task6_C3_execution_feedback_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task6_C3_execution_feedback_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task6_C3_execution_feedback_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task6_C3_execution_feedback_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task6_C3_execution_feedback_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task6_C4_budgeted_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task6_C4_budgeted_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task6_C4_budgeted_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task6_C4_budgeted_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task6_C4_budgeted_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task6_C4_budgeted_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task6_C5_full_graph_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task6_C5_full_graph_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task6_C5_full_graph_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task6_C5_full_graph_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task6_C5_full_graph_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task6_C5_full_graph_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task6_R_fixed_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task6_R_fixed_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task6_R_fixed_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task6_R_fixed_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task6_R_fixed_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task6_R_fixed_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task6_R_none_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task6_R_none_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task6_R_none_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task6_R_none_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task6_R_none_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task6_R_none_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
state_change_task_test_task6_R_random_gpt-4o-2024-08-06_r0,True,0.0,0.0,True,True
state_change_task_test_task6_R_random_gpt-4o-2024-08-06_r1,True,0.0,0.0,True,True
state_change_task_test_task6_R_random_gpt-4o-2024-08-06_r2,True,0.0,0.0,True,True
state_change_task_test_task6_R_random_gpt-4o-mini-2024-07-18_r0,True,0.0,0.0,True,True
state_change_task_test_task6_R_random_gpt-4o-mini-2024-07-18_r1,True,0.0,0.0,True,True
state_change_task_test_task6_R_random_gpt-4o-mini-2024-07-18_r2,True,0.0,0.0,True,True
